Liga,Temporada,Jornada,Equipo,Cambios realizados defensa partido,Cambio jugador lesion partido,Titulares cambiados respecto jornada anterior,PUNTOS Y,CUT 1 ,CUT 2
Bundesliga,Temporada2019,Jornada 16,Monchengladbach,1,0,3,"-0,0328354","-0,0772391","0,5353726"
Bundesliga,Temporada2019,Jornada 16,Bayern München,0,1,0,"-0,2209567","0,1108822","0,7234939"
Bundesliga,Temporada2019,Jornada 16,RB Leipzig,0,0,2,"0,070115","-0,1801895","0,4324222"
Bundesliga,Temporada2019,Jornada 16,Eintracht,0,0,2,"0,070115","-0,1801895","0,4324222"
Bundesliga,Temporada2019,Jornada 16,Wolfsburg,1,0,2,"-0,0678929","-0,0421816","0,5704301"
Bundesliga,Temporada2019,Jornada 16,Hoffenheim,1,0,1,"-0,1029504","-0,00712409999999999","0,6054876"
Bundesliga,Temporada2019,Jornada 16,Hertha BSC,0,0,3,"0,1051725","-0,215247","0,3973647"
Bundesliga,Temporada2019,Jornada 16,Werder Bremen,0,0,3,"0,1051725","-0,215247","0,3973647"
Bundesliga,Temporada2019,Jornada 16,B. Leverkusen,1,0,4,"0,0022221","-0,1122966","0,5003151"
Bundesliga,Temporada2019,Jornada 16,Mainz 05,0,0,2,"0,070115","-0,1801895","0,4324222"
Bundesliga,Temporada2019,Jornada 16,SC Freiburg,1,0,2,"-0,0678929","-0,0421816","0,5704301"
Bundesliga,Temporada2019,Jornada 16,FC Augsburg,0,0,2,"0,070115","-0,1801895","0,4324222"
Bundesliga,Temporada2019,Jornada 16,Schalke 04,0,0,5,"0,1752875","-0,285362","0,3272497"
Bundesliga,Temporada2019,Jornada 16,Fortuna,0,0,4,"0,14023","-0,2503045","0,3623072"
Bundesliga,Temporada2019,Jornada 16,Stuttgart,1,0,2,"-0,0678929","-0,0421816","0,5704301"
Bundesliga,Temporada2019,Jornada 16,Hannover 96,0,0,4,"0,14023","-0,2503045","0,3623072"
Bundesliga,Temporada2019,Jornada 16,Nürnberg,0,0,2,"0,070115","-0,1801895","0,4324222"
Bundesliga,Temporada2019,Jornada 17,B. Dortmund,0,1,6,"-0,0106117","-0,0994628","0,5131489"
Bundesliga,Temporada2019,Jornada 17,Bayern München,0,0,4,"0,14023","-0,2503045","0,3623072"
Bundesliga,Temporada2019,Jornada 17,Monchengladbach,0,0,2,"0,070115","-0,1801895","0,4324222"
Bundesliga,Temporada2019,Jornada 17,RB Leipzig,1,0,2,"-0,0678929","-0,0421816","0,5704301"
Bundesliga,Temporada2019,Jornada 17,Wolfsburg,0,0,1,"0,0350575","-0,145132","0,4674797"
Bundesliga,Temporada2019,Jornada 17,Eintracht,0,0,1,"0,0350575","-0,145132","0,4674797"
Bundesliga,Temporada2019,Jornada 17,Hoffenheim,2,0,7,"-0,0306133","-0,0794612","0,5331505"
Bundesliga,Temporada2019,Jornada 17,Hertha BSC,1,0,1,"-0,1029504","-0,00712409999999999","0,6054876"
Bundesliga,Temporada2019,Jornada 17,B. Leverkusen,1,0,4,"0,0022221","-0,1122966","0,5003151"
Bundesliga,Temporada2019,Jornada 17,Werder Bremen,0,0,2,"0,070115","-0,1801895","0,4324222"
Bundesliga,Temporada2019,Jornada 17,SC Freiburg,0,0,4,"0,14023","-0,2503045","0,3623072"
Bundesliga,Temporada2019,Jornada 17,Mainz 05,1,0,0,"-0,1380079","0,0279334","0,6405451"
Bundesliga,Temporada2019,Jornada 17,Schalke 04,0,0,3,"0,1051725","-0,215247","0,3973647"
Bundesliga,Temporada2019,Jornada 17,Fortuna,0,0,3,"0,1051725","-0,215247","0,3973647"
Bundesliga,Temporada2019,Jornada 17,FC Augsburg,1,0,3,"-0,0328354","-0,0772391","0,5353726"
Bundesliga,Temporada2019,Jornada 17,Stuttgart,1,0,3,"-0,0328354","-0,0772391","0,5353726"
Bundesliga,Temporada2019,Jornada 17,Hannover 96,0,0,0,0,"-0,1100745","0,5025372"
Bundesliga,Temporada2019,Jornada 17,Nürnberg,1,0,2,"-0,0678929","-0,0421816","0,5704301"
Bundesliga,Temporada2019,Jornada 18,B. Dortmund,0,0,3,"0,1051725","-0,215247","0,3973647"
Bundesliga,Temporada2019,Jornada 18,Bayern München,0,0,3,"0,1051725","-0,215247","0,3973647"
Bundesliga,Temporada2019,Jornada 18,Monchengladbach,0,0,5,"0,1752875","-0,285362","0,3272497"
Bundesliga,Temporada2019,Jornada 18,RB Leipzig,0,0,1,"0,0350575","-0,145132","0,4674797"
Bundesliga,Temporada2019,Jornada 18,Eintracht,0,0,4,"0,14023","-0,2503045","0,3623072"
Bundesliga,Temporada2019,Jornada 18,Wolfsburg,0,0,3,"0,1051725","-0,215247","0,3973647"
Bundesliga,Temporada2019,Jornada 18,Hertha BSC,0,0,4,"0,14023","-0,2503045","0,3623072"
Bundesliga,Temporada2019,Jornada 18,Hoffenheim,1,0,4,"0,0022221","-0,1122966","0,5003151"
Bundesliga,Temporada2019,Jornada 18,Werder Bremen,0,0,3,"0,1051725","-0,215247","0,3973647"
Bundesliga,Temporada2019,Jornada 18,B. Leverkusen,0,0,4,"0,14023","-0,2503045","0,3623072"
Bundesliga,Temporada2019,Jornada 18,Mainz 05,0,0,3,"0,1051725","-0,215247","0,3973647"
Bundesliga,Temporada2019,Jornada 18,Schalke 04,0,0,4,"0,14023","-0,2503045","0,3623072"
Bundesliga,Temporada2019,Jornada 18,SC Freiburg,1,0,2,"-0,0678929","-0,0421816","0,5704301"
Bundesliga,Temporada2019,Jornada 18,Fortuna,0,0,2,"0,070115","-0,1801895","0,4324222"
Bundesliga,Temporada2019,Jornada 18,FC Augsburg,1,0,6,"0,0723371","-0,1824116","0,4302001"
Bundesliga,Temporada2019,Jornada 18,Stuttgart,1,0,5,"0,0372796","-0,1473541","0,4652576"
Bundesliga,Temporada2019,Jornada 18,Hannover 96,1,0,3,"-0,0328354","-0,0772391","0,5353726"
Bundesliga,Temporada2019,Jornada 18,Nürnberg,0,0,6,"0,210345","-0,3204195","0,2921922"
Bundesliga,Temporada2019,Jornada 19,B. Dortmund,1,0,1,"-0,1029504","-0,00712409999999999","0,6054876"
Bundesliga,Temporada2019,Jornada 19,Bayern München,0,0,0,0,"-0,1100745","0,5025372"
Bundesliga,Temporada2019,Jornada 19,Monchengladbach,0,0,2,"0,070115","-0,1801895","0,4324222"
Bundesliga,Temporada2019,Jornada 19,RB Leipzig,0,0,2,"0,070115","-0,1801895","0,4324222"
Bundesliga,Temporada2019,Jornada 19,Eintracht,1,0,2,"-0,0678929","-0,0421816","0,5704301"
Bundesliga,Temporada2019,Jornada 19,Hoffenheim,1,0,3,"-0,0328354","-0,0772391","0,5353726"
Bundesliga,Temporada2019,Jornada 19,Hertha BSC,0,0,0,0,"-0,1100745","0,5025372"
Bundesliga,Temporada2019,Jornada 19,Wolfsburg,1,1,0,"-0,3589646","0,2488901","0,8615018"
Bundesliga,Temporada2019,Jornada 19,B. Leverkusen,1,0,0,"-0,1380079","0,0279334","0,6405451"
Bundesliga,Temporada2019,Jornada 19,Mainz 05,0,0,0,0,"-0,1100745","0,5025372"
Bundesliga,Temporada2019,Jornada 19,Werder Bremen,1,1,2,"-0,2888496","0,1787751","0,7913868"
Bundesliga,Temporada2019,Jornada 19,Schalke 04,1,0,1,"-0,1029504","-0,00712409999999999","0,6054876"
Bundesliga,Temporada2019,Jornada 19,SC Freiburg,1,0,4,"0,0022221","-0,1122966","0,5003151"
Bundesliga,Temporada2019,Jornada 19,Fortuna,0,0,2,"0,070115","-0,1801895","0,4324222"
Bundesliga,Temporada2019,Jornada 19,FC Augsburg,1,0,2,"-0,0678929","-0,0421816","0,5704301"
Bundesliga,Temporada2019,Jornada 19,Stuttgart,0,0,5,"0,1752875","-0,285362","0,3272497"
Bundesliga,Temporada2019,Jornada 19,Hannover 96,0,1,4,"-0,0807267","-0,0293478","0,5832639"
Bundesliga,Temporada2019,Jornada 19,Nürnberg,0,0,2,"0,070115","-0,1801895","0,4324222"
Bundesliga,Temporada2019,Jornada 20,B. Dortmund,0,0,1,"0,0350575","-0,145132","0,4674797"
Bundesliga,Temporada2019,Jornada 20,Monchengladbach,0,0,2,"0,070115","-0,1801895","0,4324222"
Bundesliga,Temporada2019,Jornada 20,Bayern München,0,0,3,"0,1051725","-0,215247","0,3973647"
Bundesliga,Temporada2019,Jornada 20,RB Leipzig,0,0,1,"0,0350575","-0,145132","0,4674797"
Bundesliga,Temporada2019,Jornada 20,Eintracht,0,0,3,"0,1051725","-0,215247","0,3973647"
Bundesliga,Temporada2019,Jornada 20,Wolfsburg,0,0,2,"0,070115","-0,1801895","0,4324222"
Bundesliga,Temporada2019,Jornada 20,B. Leverkusen,0,1,1,"-0,1858992","0,0758247","0,6884364"
Bundesliga,Temporada2019,Jornada 20,Hoffenheim,1,0,3,"-0,0328354","-0,0772391","0,5353726"
Bundesliga,Temporada2019,Jornada 20,Hertha BSC,1,0,0,"-0,1380079","0,0279334","0,6405451"
Bundesliga,Temporada2019,Jornada 20,Werder Bremen,0,0,3,"0,1051725","-0,215247","0,3973647"
Bundesliga,Temporada2019,Jornada 20,Mainz 05,0,0,3,"0,1051725","-0,215247","0,3973647"
Bundesliga,Temporada2019,Jornada 20,Schalke 04,0,0,3,"0,1051725","-0,215247","0,3973647"
Bundesliga,Temporada2019,Jornada 20,SC Freiburg,2,0,3,"-0,1708433","0,0607688","0,6733805"
Bundesliga,Temporada2019,Jornada 20,Fortuna,0,0,4,"0,14023","-0,2503045","0,3623072"
Bundesliga,Temporada2019,Jornada 20,FC Augsburg,0,0,2,"0,070115","-0,1801895","0,4324222"
Bundesliga,Temporada2019,Jornada 20,Stuttgart,0,0,1,"0,0350575","-0,145132","0,4674797"
Bundesliga,Temporada2019,Jornada 20,Nürnberg,1,0,0,"-0,1380079","0,0279334","0,6405451"
Bundesliga,Temporada2019,Jornada 20,Hannover 96,0,0,6,"0,210345","-0,3204195","0,2921922"
Bundesliga,Temporada2019,Jornada 21,B. Dortmund,0,0,3,"0,1051725","-0,215247","0,3973647"
Bundesliga,Temporada2019,Jornada 21,Bayern München,0,0,3,"0,1051725","-0,215247","0,3973647"
Bundesliga,Temporada2019,Jornada 21,Monchengladbach,1,1,1,"-0,3239071","0,2138326","0,8264443"
Bundesliga,Temporada2019,Jornada 21,RB Leipzig,0,0,3,"0,1051725","-0,215247","0,3973647"
Bundesliga,Temporada2019,Jornada 21,Eintracht,0,0,0,0,"-0,1100745","0,5025372"
Bundesliga,Temporada2019,Jornada 21,B. Leverkusen,1,0,0,"-0,1380079","0,0279334","0,6405451"
Bundesliga,Temporada2019,Jornada 21,Wolfsburg,0,0,3,"0,1051725","-0,215247","0,3973647"
Bundesliga,Temporada2019,Jornada 21,Hertha BSC,0,0,4,"0,14023","-0,2503045","0,3623072"
Bundesliga,Temporada2019,Jornada 21,Hoffenheim,0,0,4,"0,14023","-0,2503045","0,3623072"
Bundesliga,Temporada2019,Jornada 21,Werder Bremen,0,0,3,"0,1051725","-0,215247","0,3973647"
Bundesliga,Temporada2019,Jornada 21,Mainz 05,1,0,3,"-0,0328354","-0,0772391","0,5353726"
Bundesliga,Temporada2019,Jornada 21,Fortuna,1,0,4,"0,0022221","-0,1122966","0,5003151"
Bundesliga,Temporada2019,Jornada 21,SC Freiburg,0,0,2,"0,070115","-0,1801895","0,4324222"
Bundesliga,Temporada2019,Jornada 21,Schalke 04,0,1,3,"-0,1157842","0,00570969999999998","0,6183214"
Bundesliga,Temporada2019,Jornada 21,FC Augsburg,1,0,2,"-0,0678929","-0,0421816","0,5704301"
Bundesliga,Temporada2019,Jornada 21,Stuttgart,0,0,1,"0,0350575","-0,145132","0,4674797"
Bundesliga,Temporada2019,Jornada 21,Hannover 96,1,1,4,"-0,2187346","0,1086601","0,7212718"
Bundesliga,Temporada2019,Jornada 21,Nürnberg,1,0,3,"-0,0328354","-0,0772391","0,5353726"
Bundesliga,Temporada2019,Jornada 22,B. Dortmund,0,0,3,"0,1051725","-0,215247","0,3973647"
Bundesliga,Temporada2019,Jornada 22,Bayern München,0,0,2,"0,070115","-0,1801895","0,4324222"
Bundesliga,Temporada2019,Jornada 22,Monchengladbach,0,0,4,"0,14023","-0,2503045","0,3623072"
Bundesliga,Temporada2019,Jornada 22,RB Leipzig,0,0,3,"0,1051725","-0,215247","0,3973647"
Bundesliga,Temporada2019,Jornada 22,B. Leverkusen,0,1,1,"-0,1858992","0,0758247","0,6884364"
Bundesliga,Temporada2019,Jornada 22,Wolfsburg,0,0,0,0,"-0,1100745","0,5025372"
Bundesliga,Temporada2019,Jornada 22,Eintracht,0,0,2,"0,070115","-0,1801895","0,4324222"
Bundesliga,Temporada2019,Jornada 22,Hoffenheim,0,0,4,"0,14023","-0,2503045","0,3623072"
Bundesliga,Temporada2019,Jornada 22,Hertha BSC,1,0,1,"-0,1029504","-0,00712409999999999","0,6054876"
Bundesliga,Temporada2019,Jornada 22,Werder Bremen,0,0,0,0,"-0,1100745","0,5025372"
Bundesliga,Temporada2019,Jornada 22,Mainz 05,0,0,2,"0,070115","-0,1801895","0,4324222"
Bundesliga,Temporada2019,Jornada 22,Fortuna,2,1,4,"-0,3567425","0,246668","0,8592797"
Bundesliga,Temporada2019,Jornada 22,SC Freiburg,0,0,2,"0,070115","-0,1801895","0,4324222"
Bundesliga,Temporada2019,Jornada 22,Schalke 04,0,0,5,"0,1752875","-0,285362","0,3272497"
Bundesliga,Temporada2019,Jornada 22,FC Augsburg,1,1,2,"-0,2888496","0,1787751","0,7913868"
Bundesliga,Temporada2019,Jornada 22,Stuttgart,2,0,3,"-0,1708433","0,0607688","0,6733805"
Bundesliga,Temporada2019,Jornada 22,Hannover 96,0,0,2,"0,070115","-0,1801895","0,4324222"
Bundesliga,Temporada2019,Jornada 22,Nürnberg,0,0,3,"0,1051725","-0,215247","0,3973647"
Bundesliga,Temporada2019,Jornada 23,B. Dortmund,0,0,3,"0,1051725","-0,215247","0,3973647"
Bundesliga,Temporada2019,Jornada 23,Bayern München,0,1,3,"-0,1157842","0,00570969999999998","0,6183214"
Bundesliga,Temporada2019,Jornada 23,Monchengladbach,0,0,0,0,"-0,1100745","0,5025372"
Bundesliga,Temporada2019,Jornada 23,RB Leipzig,0,0,3,"0,1051725","-0,215247","0,3973647"
Bundesliga,Temporada2019,Jornada 23,Wolfsburg,0,0,0,0,"-0,1100745","0,5025372"
Bundesliga,Temporada2019,Jornada 23,Eintracht,0,0,3,"0,1051725","-0,215247","0,3973647"
Bundesliga,Temporada2019,Jornada 23,B. Leverkusen,0,0,3,"0,1051725","-0,215247","0,3973647"
Bundesliga,Temporada2019,Jornada 23,Hoffenheim,0,0,1,"0,0350575","-0,145132","0,4674797"
Bundesliga,Temporada2019,Jornada 23,Werder Bremen,0,0,2,"0,070115","-0,1801895","0,4324222"
Bundesliga,Temporada2019,Jornada 23,Hertha BSC,0,0,1,"0,0350575","-0,145132","0,4674797"
Bundesliga,Temporada2019,Jornada 23,Mainz 05,1,0,4,"0,0022221","-0,1122966","0,5003151"
Bundesliga,Temporada2019,Jornada 23,Fortuna,0,0,4,"0,14023","-0,2503045","0,3623072"
Bundesliga,Temporada2019,Jornada 23,SC Freiburg,1,0,2,"-0,0678929","-0,0421816","0,5704301"
Bundesliga,Temporada2019,Jornada 23,Schalke 04,1,0,6,"0,0723371","-0,1824116","0,4302001"
Bundesliga,Temporada2019,Jornada 23,FC Augsburg,1,0,2,"-0,0678929","-0,0421816","0,5704301"
Bundesliga,Temporada2019,Jornada 23,Stuttgart,1,0,0,"-0,1380079","0,0279334","0,6405451"
Bundesliga,Temporada2019,Jornada 23,Hannover 96,0,0,3,"0,1051725","-0,215247","0,3973647"
Bundesliga,Temporada2019,Jornada 23,Nürnberg,0,0,0,0,"-0,1100745","0,5025372"
Bundesliga,Temporada2019,Jornada 24,B. Dortmund,0,0,3,"0,1051725","-0,215247","0,3973647"
Bundesliga,Temporada2019,Jornada 24,Bayern München,0,0,3,"0,1051725","-0,215247","0,3973647"
Bundesliga,Temporada2019,Jornada 24,RB Leipzig,0,0,2,"0,070115","-0,1801895","0,4324222"
Bundesliga,Temporada2019,Jornada 24,Monchengladbach,1,0,3,"-0,0328354","-0,0772391","0,5353726"
Bundesliga,Temporada2019,Jornada 24,Eintracht,1,0,1,"-0,1029504","-0,00712409999999999","0,6054876"
Bundesliga,Temporada2019,Jornada 24,B. Leverkusen,1,1,0,"-0,3589646","0,2488901","0,8615018"
Bundesliga,Temporada2019,Jornada 24,Wolfsburg,0,0,2,"0,070115","-0,1801895","0,4324222"
Bundesliga,Temporada2019,Jornada 24,Hertha BSC,0,0,1,"0,0350575","-0,145132","0,4674797"
Bundesliga,Temporada2019,Jornada 24,Hoffenheim,0,0,1,"0,0350575","-0,145132","0,4674797"
Bundesliga,Temporada2019,Jornada 24,Werder Bremen,1,1,2,"-0,2888496","0,1787751","0,7913868"
Bundesliga,Temporada2019,Jornada 24,Fortuna,0,0,4,"0,14023","-0,2503045","0,3623072"
Bundesliga,Temporada2019,Jornada 24,Mainz 05,1,0,1,"-0,1029504","-0,00712409999999999","0,6054876"
Bundesliga,Temporada2019,Jornada 24,SC Freiburg,0,0,1,"0,0350575","-0,145132","0,4674797"
Bundesliga,Temporada2019,Jornada 24,Schalke 04,1,0,4,"0,0022221","-0,1122966","0,5003151"
Bundesliga,Temporada2019,Jornada 24,FC Augsburg,1,0,2,"-0,0678929","-0,0421816","0,5704301"
Bundesliga,Temporada2019,Jornada 24,Stuttgart,0,0,0,0,"-0,1100745","0,5025372"
Bundesliga,Temporada2019,Jornada 24,Hannover 96,1,0,3,"-0,0328354","-0,0772391","0,5353726"
Bundesliga,Temporada2019,Jornada 24,Nürnberg,0,0,3,"0,1051725","-0,215247","0,3973647"
Bundesliga,Temporada2019,Jornada 25,Bayern München,0,0,1,"0,0350575","-0,145132","0,4674797"
Bundesliga,Temporada2019,Jornada 25,B. Dortmund,0,0,3,"0,1051725","-0,215247","0,3973647"
Bundesliga,Temporada2019,Jornada 25,RB Leipzig,0,0,1,"0,0350575","-0,145132","0,4674797"
Bundesliga,Temporada2019,Jornada 25,Monchengladbach,0,0,4,"0,14023","-0,2503045","0,3623072"
Bundesliga,Temporada2019,Jornada 25,Eintracht,0,0,4,"0,14023","-0,2503045","0,3623072"
Bundesliga,Temporada2019,Jornada 25,B. Leverkusen,0,0,1,"0,0350575","-0,145132","0,4674797"
Bundesliga,Temporada2019,Jornada 25,Wolfsburg,0,0,1,"0,0350575","-0,145132","0,4674797"
Bundesliga,Temporada2019,Jornada 25,Hoffenheim,1,0,3,"-0,0328354","-0,0772391","0,5353726"
Bundesliga,Temporada2019,Jornada 25,Werder Bremen,0,0,2,"0,070115","-0,1801895","0,4324222"
Bundesliga,Temporada2019,Jornada 25,Hertha BSC,2,0,3,"-0,1708433","0,0607688","0,6733805"
Bundesliga,Temporada2019,Jornada 25,Fortuna,0,0,0,0,"-0,1100745","0,5025372"
Bundesliga,Temporada2019,Jornada 25,SC Freiburg,2,1,0,"-0,4969725","0,386898","0,9995097"
Bundesliga,Temporada2019,Jornada 25,Mainz 05,0,0,2,"0,070115","-0,1801895","0,4324222"
Bundesliga,Temporada2019,Jornada 25,Schalke 04,0,0,4,"0,14023","-0,2503045","0,3623072"
Bundesliga,Temporada2019,Jornada 25,FC Augsburg,0,0,3,"0,1051725","-0,215247","0,3973647"
Bundesliga,Temporada2019,Jornada 25,Stuttgart,1,0,1,"-0,1029504","-0,00712409999999999","0,6054876"
Bundesliga,Temporada2019,Jornada 25,Hannover 96,1,0,5,"0,0372796","-0,1473541","0,4652576"
Bundesliga,Temporada2019,Jornada 25,Nürnberg,1,0,0,"-0,1380079","0,0279334","0,6405451"
Bundesliga,Temporada2019,Jornada 26,Bayern München,1,0,4,"0,0022221","-0,1122966","0,5003151"
Bundesliga,Temporada2019,Jornada 26,B. Dortmund,0,0,5,"0,1752875","-0,285362","0,3272497"
Bundesliga,Temporada2019,Jornada 26,RB Leipzig,0,0,2,"0,070115","-0,1801895","0,4324222"
Bundesliga,Temporada2019,Jornada 26,Monchengladbach,0,0,0,0,"-0,1100745","0,5025372"
Bundesliga,Temporada2019,Jornada 26,Eintracht,0,0,1,"0,0350575","-0,145132","0,4674797"
Bundesliga,Temporada2019,Jornada 26,B. Leverkusen,1,0,3,"-0,0328354","-0,0772391","0,5353726"
Bundesliga,Temporada2019,Jornada 26,Wolfsburg,1,0,0,"-0,1380079","0,0279334","0,6405451"
Bundesliga,Temporada2019,Jornada 26,Werder Bremen,0,0,3,"0,1051725","-0,215247","0,3973647"
Bundesliga,Temporada2019,Jornada 26,Hoffenheim,1,0,1,"-0,1029504","-0,00712409999999999","0,6054876"
Bundesliga,Temporada2019,Jornada 26,Hertha BSC,0,0,3,"0,1051725","-0,215247","0,3973647"
Bundesliga,Temporada2019,Jornada 26,SC Freiburg,0,0,2,"0,070115","-0,1801895","0,4324222"
Bundesliga,Temporada2019,Jornada 26,Fortuna,0,0,3,"0,1051725","-0,215247","0,3973647"
Bundesliga,Temporada2019,Jornada 26,Mainz 05,0,0,3,"0,1051725","-0,215247","0,3973647"
Bundesliga,Temporada2019,Jornada 26,FC Augsburg,0,0,4,"0,14023","-0,2503045","0,3623072"
Bundesliga,Temporada2019,Jornada 26,Schalke 04,0,0,4,"0,14023","-0,2503045","0,3623072"
Bundesliga,Temporada2019,Jornada 26,Stuttgart,0,0,1,"0,0350575","-0,145132","0,4674797"
Bundesliga,Temporada2019,Jornada 26,Hannover 96,0,0,3,"0,1051725","-0,215247","0,3973647"
Bundesliga,Temporada2019,Jornada 26,Nürnberg,0,0,2,"0,070115","-0,1801895","0,4324222"
Bundesliga,Temporada2019,Jornada 27,B. Dortmund,1,0,4,"0,0022221","-0,1122966","0,5003151"
Bundesliga,Temporada2019,Jornada 27,Bayern München,1,0,3,"-0,0328354","-0,0772391","0,5353726"
Bundesliga,Temporada2019,Jornada 27,RB Leipzig,1,0,2,"-0,0678929","-0,0421816","0,5704301"
Bundesliga,Temporada2019,Jornada 27,Eintracht,0,0,3,"0,1051725","-0,215247","0,3973647"
Bundesliga,Temporada2019,Jornada 27,Monchengladbach,0,1,2,"-0,1508417","0,0407672","0,6533789"
Bundesliga,Temporada2019,Jornada 27,Werder Bremen,1,1,3,"-0,2537921","0,1437176","0,7563293"
Bundesliga,Temporada2019,Jornada 27,B. Leverkusen,1,0,3,"-0,0328354","-0,0772391","0,5353726"
Bundesliga,Temporada2019,Jornada 27,Wolfsburg,0,0,1,"0,0350575","-0,145132","0,4674797"
Bundesliga,Temporada2019,Jornada 27,Hoffenheim,0,0,3,"0,1051725","-0,215247","0,3973647"
Bundesliga,Temporada2019,Jornada 27,Hertha BSC,1,0,1,"-0,1029504","-0,00712409999999999","0,6054876"
Bundesliga,Temporada2019,Jornada 27,Fortuna,1,0,2,"-0,0678929","-0,0421816","0,5704301"
Bundesliga,Temporada2019,Jornada 27,SC Freiburg,0,0,2,"0,070115","-0,1801895","0,4324222"
Bundesliga,Temporada2019,Jornada 27,Mainz 05,0,0,3,"0,1051725","-0,215247","0,3973647"
Bundesliga,Temporada2019,Jornada 27,Schalke 04,0,0,1,"0,0350575","-0,145132","0,4674797"
Bundesliga,Temporada2019,Jornada 27,FC Augsburg,0,0,2,"0,070115","-0,1801895","0,4324222"
Bundesliga,Temporada2019,Jornada 27,Stuttgart,0,0,2,"0,070115","-0,1801895","0,4324222"
Bundesliga,Temporada2019,Jornada 27,Nürnberg,1,0,1,"-0,1029504","-0,00712409999999999","0,6054876"
Bundesliga,Temporada2019,Jornada 27,Hannover 96,2,0,1,"-0,2409583","0,1308838","0,7434955"
Bundesliga,Temporada2019,Jornada 28,Bayern München,0,0,5,"0,1752875","-0,285362","0,3272497"
Bundesliga,Temporada2019,Jornada 28,B. Dortmund,2,0,4,"-0,1357858","0,0257113","0,638323"
Bundesliga,Temporada2019,Jornada 28,RB Leipzig,1,0,3,"-0,0328354","-0,0772391","0,5353726"
Bundesliga,Temporada2019,Jornada 28,Eintracht,1,1,3,"-0,2537921","0,1437176","0,7563293"
Bundesliga,Temporada2019,Jornada 28,Monchengladbach,0,0,4,"0,14023","-0,2503045","0,3623072"
Bundesliga,Temporada2019,Jornada 28,Wolfsburg,0,0,4,"0,14023","-0,2503045","0,3623072"
Bundesliga,Temporada2019,Jornada 28,Hoffenheim,1,0,3,"-0,0328354","-0,0772391","0,5353726"
Bundesliga,Temporada2019,Jornada 28,Werder Bremen,0,0,3,"0,1051725","-0,215247","0,3973647"
Bundesliga,Temporada2019,Jornada 28,B. Leverkusen,0,0,3,"0,1051725","-0,215247","0,3973647"
Bundesliga,Temporada2019,Jornada 28,Fortuna,1,0,2,"-0,0678929","-0,0421816","0,5704301"
Bundesliga,Temporada2019,Jornada 28,Hertha BSC,0,0,2,"0,070115","-0,1801895","0,4324222"
Bundesliga,Temporada2019,Jornada 28,Mainz 05,1,0,3,"-0,0328354","-0,0772391","0,5353726"
Bundesliga,Temporada2019,Jornada 28,SC Freiburg,1,0,0,"-0,1380079","0,0279334","0,6405451"
Bundesliga,Temporada2019,Jornada 28,Schalke 04,0,0,3,"0,1051725","-0,215247","0,3973647"
Bundesliga,Temporada2019,Jornada 28,FC Augsburg,1,0,3,"-0,0328354","-0,0772391","0,5353726"
Bundesliga,Temporada2019,Jornada 28,Stuttgart,2,0,3,"-0,1708433","0,0607688","0,6733805"
Bundesliga,Temporada2019,Jornada 28,Nürnberg,0,1,1,"-0,1858992","0,0758247","0,6884364"
Bundesliga,Temporada2019,Jornada 28,Hannover 96,0,0,1,"0,0350575","-0,145132","0,4674797"
Bundesliga,Temporada2019,Jornada 29,Bayern München,0,0,0,0,"-0,1100745","0,5025372"
Bundesliga,Temporada2019,Jornada 29,B. Dortmund,0,0,3,"0,1051725","-0,215247","0,3973647"
Bundesliga,Temporada2019,Jornada 29,RB Leipzig,0,0,2,"0,070115","-0,1801895","0,4324222"
Bundesliga,Temporada2019,Jornada 29,Eintracht,1,0,3,"-0,0328354","-0,0772391","0,5353726"
Bundesliga,Temporada2019,Jornada 29,Monchengladbach,0,0,1,"0,0350575","-0,145132","0,4674797"
Bundesliga,Temporada2019,Jornada 29,Hoffenheim,0,0,0,0,"-0,1100745","0,5025372"
Bundesliga,Temporada2019,Jornada 29,Werder Bremen,0,0,2,"0,070115","-0,1801895","0,4324222"
Bundesliga,Temporada2019,Jornada 29,B. Leverkusen,0,0,0,0,"-0,1100745","0,5025372"
Bundesliga,Temporada2019,Jornada 29,Wolfsburg,0,0,2,"0,070115","-0,1801895","0,4324222"
Bundesliga,Temporada2019,Jornada 29,Fortuna,0,0,4,"0,14023","-0,2503045","0,3623072"
Bundesliga,Temporada2019,Jornada 29,Hertha BSC,0,0,3,"0,1051725","-0,215247","0,3973647"
Bundesliga,Temporada2019,Jornada 29,Mainz 05,0,0,2,"0,070115","-0,1801895","0,4324222"
Bundesliga,Temporada2019,Jornada 29,SC Freiburg,1,0,3,"-0,0328354","-0,0772391","0,5353726"
Bundesliga,Temporada2019,Jornada 29,FC Augsburg,0,0,4,"0,14023","-0,2503045","0,3623072"
Bundesliga,Temporada2019,Jornada 29,Schalke 04,0,0,3,"0,1051725","-0,215247","0,3973647"
Bundesliga,Temporada2019,Jornada 29,Stuttgart,0,0,3,"0,1051725","-0,215247","0,3973647"
